"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"DDD","3D Systems Corporation","12.14","$1.36B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ddd",
"MMM","3M Company","137.66","$86B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mmm",
"WBAI","500.com Limited","17.29","$722.43M","2013","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/wbai",
"WUBA","58.com Inc.","41.45","$4.8B","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/wuba",
"AHC","A.H. Belo Corporation","4.82","$104.5M","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/ahc",
"ATEN","A10 Networks, Inc.","6.52","$406.98M","2014","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/aten",
"AAC","AAC Holdings, Inc.","n/a","n/a","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aac",
"AIR","AAR Corp.","21.39","$756.49M","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/air",
"AAN","Aaron&#39;s,  Inc.","37.58","$2.73B","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aan",
"ABB","ABB Ltd","17.36","$38.55B","n/a","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/abb",
"ABT","Abbott Laboratories","42.2","$62.9B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abt",
"ABBV","AbbVie Inc.","57.43","$95.06B","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abbv",
"ANF","Abercrombie & Fitch Company","21.83","$1.51B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/anf",
"GCH","Aberdeen Greater China Fund, Inc.","8.6601","$79.57M","1992","n/a","n/a","http://www.nasdaq.com/symbol/gch",
"JEQ","Aberdeen Japan Equity Fund, Inc. ","6.98","$95.37M","1992","n/a","n/a","http://www.nasdaq.com/symbol/jeq",
"SGF","Aberdeen Singapore Fund, Inc.","8.939","$68.82M","1990","n/a","n/a","http://www.nasdaq.com/symbol/sgf",
"ABM","ABM Industries Incorporated","28.93","$1.63B","n/a","Finance","Diversified Commercial Services","http://www.nasdaq.com/symbol/abm",
"AKR","Acadia Realty Trust","30.48","$2.1B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/akr",
"ACN","Accenture plc.","97.86","$63.65B","2001","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/acn",
"ACCO","Acco Brands Corporation","7.18","$776.33M","n/a","Consumer Durables","Publishing","http://www.nasdaq.com/symbol/acco",
"ACW","Accuride Corporation New","2.65","$127.07M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/acw",
"ACE","Ace Limited","101.34","$32.81B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ace",
"ATV","Acorn International, Inc.","0.864","$23.92M","2007","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/atv",
"ATU","Actuant Corporation","18.06","$1.07B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/atu",
"AYI","Acuity Brands Inc","180.93","$7.88B","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/ayi",
"ADX","Adams Diversified Equity Fund, Inc.","12.99","$1.21B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adx",
"PEO","Adams Natural Resources Fund, Inc.","18.54","$475.63M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/peo",
"AGRO","Adecoagro S.A.","8.23","$996.55M","2011","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/agro",
"ADPT","Adeptus Health Inc.","114.57","$1.59B","1986","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/adpt",
"ADT","ADT Corporation","30.25","$5.14B","n/a","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/adt",
"AAP","Advance Auto Parts Inc","175.87","$12.88B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/aap",
"WMS","Advanced Drainage Systems, Inc.","31.98","$1.7B","2014","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/wms",
"ASX","Advanced Semiconductor Engineering, Inc.","5.2","$8.2B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/asx",
"AAV","Advantage Oil & Gas Ltd","5.39","$920.16M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/aav",
"ATE","Advantest Corporation (Kabushiki Kaisha Advantest) ADS","7.59","$1.51B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/ate",
"AVK","Advent Claymore Convertible Securities and Income Fund","13.96","$329.19M","2003","n/a","n/a","http://www.nasdaq.com/symbol/avk",
"AGC","Advent Claymore Convertible Securities and Income Fund II","5.62","$181.19M","2007","n/a","n/a","http://www.nasdaq.com/symbol/agc",
"LCM","Advent/Claymore Enhanced Growth & Income Fund","8.42","$114.54M","2005","n/a","n/a","http://www.nasdaq.com/symbol/lcm",
"ACM","AECOM","25.84","$3.9B","2007","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/acm",
"ANW","Aegean Marine Petroleum Network Inc.","6.86","$337.54M","2006","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/anw",
"AEB","Aegon NV","24.45","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeb",
"AED","Aegon NV","25.69","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aed",
"AEG","Aegon NV","5.64","$15.09B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeg",
"AEH","Aegon NV","25.3","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeh",
"AEK","Aegon NV","27.67","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aek",
"AER","Aercap Holdings N.V.","41.86","$8.26B","2006","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aer",
"HIVE","Aerohive Networks, Inc.","5.88","$280.44M","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/hive",
"AJRD","Aerojet Rocketdyne Holdings, Inc. ","17.55","$1.11B","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/ajrd",
"ARO","Aeropostale Inc","0.67","$53.34M","2002","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/aro",
"AET","Aetna Inc.","118.82","$41.42B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aet",
"AMG","Affiliated Managers Group, Inc.","169.88","$9.22B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amg",
"MGR","Affiliated Managers Group, Inc.","26.03","n/a","2012","Finance","Investment Managers","http://www.nasdaq.com/symbol/mgr",
"AFL","Aflac Incorporated","57.42","$24.73B","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afl",
"AFSD","Aflac Incorporated","25.12","n/a","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afsd",
"MITT","AG Mortgage Investment Trust, Inc.","16.22","$460.83M","2011","n/a","n/a","http://www.nasdaq.com/symbol/mitt",
"MITT^A","AG Mortgage Investment Trust, Inc.","23.5434","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt^a",
"MITT^B","AG Mortgage Investment Trust, Inc.","23.23","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt^b",
"AGCO","AGCO Corporation","44.84","$3.91B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/agco",
"A","Agilent Technologies, Inc.","n/a","n/a","1999","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/a",
"GAS","AGL Resources, Inc.","61.46","$7.38B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/gas",
"AEM","Agnico Eagle Mines Limited","23.12","$5.03B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aem",
"ADC","Agree Realty Corporation","30.22","$548.97M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/adc",
"GRO","Agria Corporation","1.45","$80.31M","2007","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/gro",
"AGU","Agrium Inc.","92.4","$13.19B","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/agu",
"AL","Air Lease Corporation","32.76","$3.36B","2011","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/al",
"APD","Air Products and Chemicals, Inc.","130.48","$28.05B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/apd",
"AYR","Aircastle Limited","20.56","$1.67B","2006","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/ayr",
"ARG","Airgas, Inc.","90.83","$6.78B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/arg",
"AKS","AK Steel Holding Corporation","2.36","$419.69M","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/aks",
"ALP^O","Alabama Power Company","28.35","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/alp^o",
"ALG","Alamo Group, Inc.","46.33","$529.2M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/alg",
"AGI","Alamos Gold Inc.","3.94","$1.01B","2015","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/agi",
"ALK","Alaska Air Group, Inc.","80.07","$10.19B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/alk",
"AIN","Albany International Corporation","29.69","$950.08M","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/ain",
"ALB","Albemarle Corporation","45.31","$5.08B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/alb",
"ALU","Alcatel Lucent","3.54","$9.89B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alu",
"AA","Alcoa Inc.","n/a","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/aa",
"AA^B","Alcoa Inc.","33.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aa^b",
"ALR","Alere Inc.","51.74","$4.44B","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/alr",
"ALR^B","Alere Inc.","340","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/alr^b",
"ALEX","Alexander & Baldwin Holdings, Inc.","35.4","$1.73B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/alex",
"ALX","Alexander&#39;s, Inc.","373.21","$1.91B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/alx",
"ARE","Alexandria Real Estate Equities, Inc.","89.55","$6.48B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/are",
"ARE^E","Alexandria Real Estate Equities, Inc.","25.66","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/are^e",
"BABA","Alibaba Group Holding Limited","60","$149.73B","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/baba",
"Y","Alleghany Corporation","471.9","$7.54B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/y",
"ATI","Allegheny Technologies Incorporated","15.43","$1.69B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/ati",
"ALLE","Allegion plc","60.59","$5.81B","2013","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/alle",
"AGN","Allergan plc.","286.61","$112.82B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agn",
"AGN^A","Allergan plc.","981.97","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agn^a",
"ALE","Allete, Inc.","48.73","$2.38B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ale",
"AKP","Alliance California Municipal Income Fund Inc","13.78","$117.87M","2002","n/a","n/a","http://www.nasdaq.com/symbol/akp",
"ADS","Alliance Data Systems Corporation","254.84","$15.66B","2001","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ads",
"AFB","Alliance National Municipal Income Fund Inc","13.28","$381.63M","2002","n/a","n/a","http://www.nasdaq.com/symbol/afb",
"AOI","Alliance One International, Inc.","23.28","$225.08M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/aoi",
"AWF","Alliance World Dollar Government Fund II","11.42","$982.95M","1993","n/a","n/a","http://www.nasdaq.com/symbol/awf",
"ACG","ALLIANCEBERNSTEIN INCOME FUND INC","7.92","$1.92B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acg",
"AB","Allianceberstein Holding L.P.","26.5","$2.67B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ab",
"LNT","Alliant Energy Corporation","56.78","$6.43B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/lnt",
"NCV","AllianzGI Convertible & Income Fund","6.19","$475.11M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ncv",
"NCZ","AllianzGI Convertible & Income Fund II","5.46","$402.03M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ncz",
"ACV","AllianzGI Diversified Income & Convertible Fund","18.11","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/acv",
"NIE","AllianzGI Equity & Convertible Income Fund","17.54","$486.02M","2007","n/a","n/a","http://www.nasdaq.com/symbol/nie",
"NFJ","AllianzGI NFJ Dividend, Interest & Premium Strategy Fund","12.89","$1.22B","2005","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nfj",
"AWH","Allied World Assurance Company Holdings, AG","38.19","$3.47B","2006","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/awh",
"ALSN","Allison Transmission Holdings, Inc.","26.51","$4.68B","2012","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/alsn",
"ALL","Allstate Corporation (The)","58.51","$23.43B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/all",
"ALL^A","Allstate Corporation (The)","25.55","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^a",
"ALL^B","Allstate Corporation (The)","25.78","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^b",
"ALL^C","Allstate Corporation (The)","26.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^c",
"ALL^D","Allstate Corporation (The)","26.98","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^d",
"ALL^E","Allstate Corporation (The)","26.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^e",
"ALL^F","Allstate Corporation (The)","26.55","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^f",
"ALLY","Ally Financial Inc.","20.9","$10.07B","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ally",
"ALLY^A","Ally Financial Inc.","25.53","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ally^a",
"ALLY^B","Ally Financial Inc.","26.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ally^b",
"BSI","Alon Blue Square Israel Ltd.","0.64","$42.34M","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/bsi",
"ALJ","Alon USA Energy, Inc.","18.55","$1.31B","2005","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/alj",
"ALDW","Alon USA Partners, LP","24.71","$1.54B","2012","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/aldw",
"AGD","Alpine Global Dynamic Dividend Fund","8.78","$110.66M","2006","n/a","n/a","http://www.nasdaq.com/symbol/agd",
"AWP","Alpine Global Premier Properties Fund","5.86","$503.71M","2007","n/a","n/a","http://www.nasdaq.com/symbol/awp",
"AOD","Alpine Total Dynamic Dividend Fund","7.8","$848.19M","2007","n/a","n/a","http://www.nasdaq.com/symbol/aod",
"RESI","Altisource Residential Corporation","16.89","$966.38M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/resi",
"MO","Altria Group","54.4","$106.66B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/mo",
"ACH","Aluminum Corporation of China Limited","8.01","$4.78B","2001","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/ach",
"AMBR","Amber Road, Inc.","4.54","$118.9M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ambr",
"ABEV","Ambev S.A.","4.59","$72.05B","2013","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/abev",
"AMC","AMC Entertainment Holdings, Inc.","25.19","$2.45B","2013","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/amc",
"AMFW","Amec Plc Ord","10.97","$4.27B","2014","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/amfw",
"AEE","Ameren Corporation","40.8","$9.9B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/aee",
"AMRC","Ameresco, Inc.","6.03","$280.5M","2010","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/amrc",
"AMX","America Movil, S.A.B. de C.V.","16.84","$56.86B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amx",
"AAT","American Assets Trust, Inc.","39.83","$1.79B","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aat",
"AXL","American Axle & Manufacturing Holdings, Inc.","19.22","$1.46B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/axl",
"ACC","American Campus Communities Inc","36.01","$4.04B","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/acc",
"AEO","American Eagle Outfitters, Inc.","16.26","$3.18B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/aeo",
"AEP","American Electric Power Company, Inc.","55.02","$26.99B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aep",
"AEL","American Equity Investment Life Holding Company","22.96","$1.77B","2003","Finance","Life Insurance","http://www.nasdaq.com/symbol/ael",
"AXP","American Express Company","75.63","$75.73B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/axp",
"AFA","American Financial Group, Inc.","25.3299","n/a","2012","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afa",
"AFG","American Financial Group, Inc.","69.2","$6.06B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afg",
"AFGE","American Financial Group, Inc.","26.01","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afge",
"AFQ.CL","American Financial Group, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afq.cl",
"AFW","American Financial Group, Inc.","26.04","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afw",
"AMH","American Homes 4 Rent","16.48","$3.49B","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amh",
"AMH^A","American Homes 4 Rent","25.2","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amh^a",
"AMH^B","American Homes 4 Rent","24.99","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^b",
"AMH^C","American Homes 4 Rent","25.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^c",
"AIG","American International Group, Inc.","57.1","$73.88B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/aig",
"AIG.WS","American International Group, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aig.ws",
"AMID","American Midstream Partners, LP","10.75","$258.69M","2011","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/amid",
"ARL","American Realty Investors, Inc.","7.37","$114.34M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/arl",
"ARPI","American Residential Properties, Inc.","17.31","$557.7M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/arpi",
"AWR","American States Water Company","40.73","$1.52B","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awr",
"AMT","American Tower Corporation (REIT)","88.71","$37.55B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amt",
"AMT^A","American Tower Corporation (REIT)","101.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amt^a",
"AMT^B","American Tower Corporation (REIT)","97.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amt^b",
"AVD","American Vanguard Corporation","11.78","$343.99M","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/avd",
"AWK","American Water Works","53.9","$9.72B","2008","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awk",
"APU","AmeriGas Partners, L.P.","42.41","$3.94B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/apu",
"AMP","AMERIPRISE FINANCIAL SERVICES, INC.","106.92","$19.06B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amp",
"ABC","AmerisourceBergen Corporation (Holding Co)","102.82","$22.23B","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/abc",
"ANFI","Amira Nature Foods Ltd","4.09","$117.3M","2012","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/anfi",
"AHS","AMN Healthcare Services Inc","37.21","$1.77B","2001","Technology","Professional Services","http://www.nasdaq.com/symbol/ahs",
"AP","Ampco-Pittsburgh Corporation","11.02","$115.05M","n/a","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/ap",
"APH","Amphenol Corporation","50.48","$15.61B","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/aph",
"BETR","Amplify Snack Brands, inc.","11.99","$899.25M","2015","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/betr",
"AXR","AMREP Corporation","5.024","$40.49M","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/axr",
"AME","AMTEK, Inc.","51.56","$12.49B","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/ame",
"AFSI^A","AmTrust Financial Services, Inc.","24.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^a",
"AFSI^B","AmTrust Financial Services, Inc.","25.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^b",
"AFSI^C","AmTrust Financial Services, Inc.","25.39","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^c",
"AFSI^D","AmTrust Financial Services, Inc.","25.34","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^d",
"AFSS","AmTrust Financial Services, Inc.","25.18","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afss",
"AFST","AmTrust Financial Services, Inc.","25.07","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afst",
"AEUA","Anadarko Petroleum Corporation","42","n/a","2015","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/aeua",
"APC","Anadarko Petroleum Corporation","63.18","$32.1B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apc",
"AU","AngloGold Ashanti Limited","7.85","$3.18B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/au",
"BUD","Anheuser-Busch Inbev SA","107.82","$173.4B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/bud",
"AXE","Anixter International Inc.","59.19","$1.95B","n/a","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/axe",
"NLY","Annaly Capital Management Inc","10.51","$9.96B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nly",
"NLY^A","Annaly Capital Management Inc","25.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^a",
"NLY^C","Annaly Capital Management Inc","24.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^c",
"NLY^D","Annaly Capital Management Inc","24.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^d",
"AM","Antero Midstream Partners LP","19.75","$3B","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/am",
"AR","Antero Resources Corporation","21.9","$6.07B","2013","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ar",
"ANTM","Anthem, Inc.","149.28","$39.05B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/antm",
"ANTX","Anthem, Inc.","50.1","$13.11B","2015","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/antx",
"ANH","Anworth Mortgage Asset  Corporation","5.24","$537.87M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/anh",
"ANH^A","Anworth Mortgage Asset  Corporation","25.78","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^a",
"ANH^B","Anworth Mortgage Asset  Corporation","23.3999","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^b",
"ANH^C","Anworth Mortgage Asset  Corporation","24.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^c",
"AON","Aon plc","89.09","$24.95B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/aon",
"APA","Apache Corporation","37.27","$14.09B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apa",
"AIV","Apartment Investment and Management Company","36.59","$5.72B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aiv",
"AIV^A","Apartment Investment and Management Company","26.47","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aiv^a",
"AIV^Z","Apartment Investment and Management Company","25.69","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aiv^z",
"ARI","Apollo Commercial Real Estate Finance","16.89","$986.87M","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ari",
"ARI^A","Apollo Commercial Real Estate Finance","26.2499","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ari^a",
"APO","Apollo Global Management, LLC","17.96","$7.1B","2011","Finance","Investment Managers","http://www.nasdaq.com/symbol/apo",
"AIB","Apollo Investment Corporation","25.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aib",
"AIY","Apollo Investment Corporation","25.67","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/aiy",
"AMTG","Apollo Residential Mortgage, Inc.","13.95","$447.8M","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amtg",
"AMTG^A","Apollo Residential Mortgage, Inc.","23.66","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amtg^a",
"AFT","Apollo Senior Floating Rate Fund Inc.","15.82","$246.37M","2011","n/a","n/a","http://www.nasdaq.com/symbol/aft",
"AIF","Apollo Tactical Income Fund Inc.","14.85","$214.79M","2013","n/a","n/a","http://www.nasdaq.com/symbol/aif",
"APLE","Apple Hospitality REIT, Inc.","18.89","$3.31B","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aple",
"AIT","Applied Industrial Technologies, Inc.","38.49","$1.53B","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/ait",
"ATR","AptarGroup, Inc.","66.68","$4.19B","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/atr",
